timestamp,user_id,ip,method,route,status_code,response_time_ms,event_type,message,severity
2026-05-27 09:27:14,user_024,45.90.130.78,GET,/api/profile,200,249,page_view,Página cargada correctamente,normal
2026-05-27 09:32:00,user_054,10.0.0.15,GET,/dashboard/alumno,403,1802,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 09:33:03,user_120,181.65.22.30,POST,/api/students,422,2438,validation_error,Error de validación en formulario,warning
2026-05-27 09:35:46,user_062,181.65.22.30,POST,/login,200,438,login_success,Inicio de sesión correcto,normal
2026-05-27 09:36:06,user_020,200.48.10.5,POST,/api/profile,200,132,login_success,Inicio de sesión correcto,normal
2026-05-27 09:41:03,user_064,192.168.1.11,GET,/dashboard,403,1395,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 09:49:14,user_097,192.168.1.12,POST,/,201,163,record_created,Registro creado correctamente,normal
2026-05-27 10:00:36,user_008,200.48.10.6,POST,/api/inventory,422,1813,validation_error,Error de validación en formulario,warning
2026-05-27 10:12:50,user_038,10.0.0.16,POST,/api/reports,201,598,record_created,Registro creado correctamente,normal
2026-05-27 10:16:03,user_108,200.48.10.5,POST,/api/inventory,401,1927,login_failed,Credenciales incorrectas,warning
2026-05-27 10:19:07,user_066,190.12.45.11,GET,/api/students,403,940,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 10:24:32,user_107,192.168.1.11,GET,/dashboard/admin,200,621,data_loaded,Datos cargados correctamente,normal
2026-05-27 10:25:19,user_067,10.0.0.16,POST,/api/notifications,201,213,record_created,Registro creado correctamente,normal
2026-05-27 10:27:21,user_113,10.0.0.15,POST,/api/inventory,201,378,record_created,Registro creado correctamente,normal
2026-05-27 10:28:32,user_059,190.12.45.10,POST,/api/products,201,287,record_created,Registro creado correctamente,normal
2026-05-27 10:29:24,user_009,192.168.1.11,POST,/dashboard/alumno,401,1177,login_failed,Credenciales incorrectas,warning
2026-05-27 10:29:54,user_004,192.168.1.10,POST,/api/inventory,201,198,record_created,Registro creado correctamente,normal
2026-05-27 10:35:35,user_101,45.90.130.77,POST,/dashboard,401,1065,login_failed,Credenciales incorrectas,warning
2026-05-27 10:47:51,user_111,192.168.1.10,GET,/api/reports,200,345,page_view,Página cargada correctamente,normal
2026-05-27 10:51:30,user_070,192.168.1.11,POST,/api/enrollments,401,988,login_failed,Credenciales incorrectas,warning
2026-05-27 11:01:05,user_004,45.90.130.77,POST,/api/inventory,200,686,login_success,Inicio de sesión correcto,normal
2026-05-27 11:01:05,user_019,45.90.130.78,POST,/api/database,401,871,login_failed,Credenciales incorrectas,warning
2026-05-27 11:01:54,user_088,200.48.10.6,POST,/api/profile,200,145,login_success,Inicio de sesión correcto,normal
2026-05-27 11:06:02,user_057,10.0.0.15,POST,/api/students,200,496,login_success,Inicio de sesión correcto,normal
2026-05-27 11:06:21,user_058,192.168.1.11,POST,/dashboard,200,527,login_success,Inicio de sesión correcto,normal
2026-05-27 11:12:48,user_056,200.48.10.5,GET,/api/enrollments,200,2485,slow_response,Respuesta lenta del servidor,warning
2026-05-27 11:16:41,user_109,181.65.22.31,GET,/,200,418,page_view,Página cargada correctamente,normal
2026-05-27 11:18:36,user_067,10.0.0.16,GET,/api/orders,503,7836,database_timeout,Timeout de base de datos,critical
2026-05-27 11:23:14,user_108,190.12.45.10,POST,/api/profile,200,182,login_success,Inicio de sesión correcto,normal
2026-05-27 11:24:04,user_015,45.90.130.77,GET,/dashboard,403,2119,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 11:41:40,user_031,192.168.1.12,POST,/api/products,201,633,record_created,Registro creado correctamente,normal
2026-05-27 11:55:29,user_059,190.12.45.11,GET,/api/inventory,403,2185,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 12:01:40,user_018,192.168.1.10,POST,/api/reports,200,378,login_success,Inicio de sesión correcto,normal
2026-05-27 12:15:24,user_110,192.168.1.11,POST,/api/reports,200,199,login_success,Inicio de sesión correcto,normal
2026-05-27 12:17:28,user_001,200.48.10.6,POST,/dashboard/admin,201,545,record_created,Registro creado correctamente,normal
2026-05-27 12:19:21,user_015,10.0.0.16,GET,/dashboard,200,588,data_loaded,Datos cargados correctamente,normal
2026-05-27 12:20:07,user_103,200.48.10.5,GET,/api/notifications,200,514,page_view,Página cargada correctamente,normal
2026-05-27 12:23:42,user_114,200.48.10.6,GET,/api/students,403,909,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 12:38:54,user_040,192.168.1.12,POST,/api/profile,201,375,record_created,Registro creado correctamente,normal
2026-05-27 12:39:43,user_018,45.90.130.77,POST,/dashboard/alumno,201,291,record_created,Registro creado correctamente,normal
2026-05-27 12:44:30,user_063,192.168.1.10,POST,/dashboard/alumno,201,490,record_created,Registro creado correctamente,normal
2026-05-27 12:45:20,user_119,190.12.45.12,POST,/api/inventory,201,495,record_created,Registro creado correctamente,normal
2026-05-27 13:02:04,user_008,192.168.1.10,GET,/api/inventory,403,2024,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 13:02:54,user_036,192.168.1.12,GET,/login,200,485,page_view,Página cargada correctamente,normal
2026-05-27 13:17:03,user_008,190.12.45.11,POST,/api/students,201,565,record_created,Registro creado correctamente,normal
2026-05-27 13:22:04,user_041,181.65.22.30,POST,/dashboard/alumno,201,526,record_created,Registro creado correctamente,normal
2026-05-27 13:38:11,user_029,190.12.45.11,POST,/dashboard/admin,201,445,record_created,Registro creado correctamente,normal
2026-05-27 13:40:46,user_011,181.65.22.31,POST,/api/orders,500,7938,enrollment_failed,Error crítico al procesar matrícula,critical
2026-05-27 14:03:38,user_094,181.65.22.30,GET,/api/students,200,1746,slow_response,Respuesta lenta del servidor,warning
2026-05-27 14:06:08,user_040,192.168.1.12,POST,/api/students,201,633,record_created,Registro creado correctamente,normal
2026-05-27 14:27:06,user_032,10.0.0.16,POST,/api/database,401,1699,login_failed,Credenciales incorrectas,warning
2026-05-27 14:39:16,user_021,192.168.1.12,GET,/api/reports,200,183,page_view,Página cargada correctamente,normal
2026-05-27 14:45:50,user_105,190.12.45.12,GET,/dashboard/alumno,403,1593,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 14:52:54,user_047,192.168.1.11,GET,/api/enrollments,503,3494,database_timeout,Timeout de base de datos,critical
2026-05-27 14:55:25,user_109,192.168.1.11,POST,/api/enrollments,500,3962,payment_failed,Error crítico al procesar pago,critical
2026-05-27 14:59:43,user_089,190.12.45.10,POST,/api/profile,201,264,record_created,Registro creado correctamente,normal
2026-05-27 15:04:08,user_047,45.90.130.78,GET,/dashboard,200,606,data_loaded,Datos cargados correctamente,normal
2026-05-27 15:07:11,user_048,45.90.130.77,POST,/,201,286,record_created,Registro creado correctamente,normal
2026-05-27 15:08:09,user_079,45.90.130.78,GET,/api/products,200,326,data_loaded,Datos cargados correctamente,normal
2026-05-27 15:08:57,user_100,10.0.0.15,GET,/api/database,403,2224,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 15:10:34,user_067,10.0.0.15,GET,/api/reports,200,364,data_loaded,Datos cargados correctamente,normal
2026-05-27 15:11:45,user_072,10.0.0.16,POST,/login,201,654,record_created,Registro creado correctamente,normal
2026-05-27 15:12:44,user_098,10.0.0.16,POST,/api/students,200,573,login_success,Inicio de sesión correcto,normal
2026-05-27 15:17:11,user_002,10.0.0.16,POST,/dashboard,201,91,record_created,Registro creado correctamente,normal
2026-05-27 15:19:45,user_078,190.12.45.11,GET,/dashboard/admin,200,223,data_loaded,Datos cargados correctamente,normal
2026-05-27 15:21:03,user_118,190.12.45.10,GET,/api/products,200,587,data_loaded,Datos cargados correctamente,normal
2026-05-27 15:25:19,user_076,200.48.10.5,POST,/api/students,201,685,record_created,Registro creado correctamente,normal
2026-05-27 15:26:23,admin_03,200.48.10.6,GET,/login,200,692,page_view,Página cargada correctamente,normal
2026-05-27 15:33:30,user_064,190.12.45.12,GET,/api/notifications,200,609,page_view,Página cargada correctamente,normal
2026-05-27 15:33:39,user_006,200.48.10.6,GET,/api/notifications,200,275,page_view,Página cargada correctamente,normal
2026-05-27 15:43:57,user_099,45.90.130.77,GET,/,200,207,page_view,Página cargada correctamente,normal
2026-05-27 15:46:47,user_010,190.12.45.12,GET,/dashboard,200,606,page_view,Página cargada correctamente,normal
2026-05-27 15:48:02,user_103,45.90.130.78,GET,/api/admin/users,503,2987,database_timeout,Timeout de base de datos,critical
2026-05-27 15:57:31,user_068,200.48.10.5,POST,/api/profile,200,265,login_success,Inicio de sesión correcto,normal
2026-05-27 16:04:34,user_041,200.48.10.5,POST,/api/products,422,1974,validation_error,Error de validación en formulario,warning
2026-05-27 16:07:36,user_117,190.12.45.11,POST,/api/profile,401,2108,login_failed,Credenciales incorrectas,warning
2026-05-27 16:10:33,user_076,10.0.0.16,POST,/dashboard/alumno,200,545,login_success,Inicio de sesión correcto,normal
2026-05-27 16:23:01,user_080,10.0.0.16,POST,/api/products,201,548,record_created,Registro creado correctamente,normal
2026-05-27 16:26:05,user_041,192.168.1.12,POST,/dashboard/alumno,200,110,login_success,Inicio de sesión correcto,normal
2026-05-27 16:27:47,user_099,192.168.1.11,GET,/,200,2289,slow_response,Respuesta lenta del servidor,warning
2026-05-27 16:33:50,user_014,200.48.10.6,POST,/api/products,200,284,login_success,Inicio de sesión correcto,normal
2026-05-27 16:34:53,user_011,192.168.1.10,GET,/api/students,200,261,page_view,Página cargada correctamente,normal
2026-05-27 16:35:30,user_102,190.12.45.12,GET,/,200,377,data_loaded,Datos cargados correctamente,normal
2026-05-27 16:40:11,user_116,190.12.45.12,POST,/api/products,401,807,login_failed,Credenciales incorrectas,warning
2026-05-27 16:40:26,user_104,10.0.0.16,GET,/api/notifications,200,624,page_view,Página cargada correctamente,normal
2026-05-27 16:51:46,user_103,192.168.1.12,POST,/,201,642,record_created,Registro creado correctamente,normal
2026-05-27 16:52:59,user_019,192.168.1.12,GET,/api/notifications,200,490,page_view,Página cargada correctamente,normal
2026-05-27 16:55:16,user_115,45.90.130.78,GET,/dashboard/admin,200,470,data_loaded,Datos cargados correctamente,normal
2026-05-27 17:05:57,user_051,190.12.45.10,POST,/login,201,506,record_created,Registro creado correctamente,normal
2026-05-27 17:06:55,user_018,190.12.45.11,GET,/api/reports,200,117,data_loaded,Datos cargados correctamente,normal
2026-05-27 17:13:55,user_098,181.65.22.30,POST,/api/admin/users,500,5848,enrollment_failed,Error crítico al procesar matrícula,critical
2026-05-27 17:14:51,user_088,181.65.22.30,POST,/api/reports,200,284,login_success,Inicio de sesión correcto,normal
2026-05-27 17:22:52,user_013,192.168.1.12,GET,/dashboard,200,636,page_view,Página cargada correctamente,normal
2026-05-27 17:24:48,user_118,10.0.0.15,POST,/api/students,200,412,login_success,Inicio de sesión correcto,normal
2026-05-27 17:25:48,user_073,190.12.45.11,GET,/api/products,200,124,page_view,Página cargada correctamente,normal
2026-05-27 17:30:44,user_057,45.90.130.77,GET,/dashboard/admin,403,806,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-27 17:32:52,user_069,192.168.1.10,GET,/dashboard/alumno,200,310,page_view,Página cargada correctamente,normal
2026-05-27 17:32:58,user_003,190.12.45.12,GET,/dashboard/alumno,200,337,data_loaded,Datos cargados correctamente,normal
2026-05-27 17:34:18,user_079,45.90.130.78,GET,/dashboard/admin,200,278,data_loaded,Datos cargados correctamente,normal
2026-05-27 17:38:20,user_038,192.168.1.10,POST,/api/notifications,201,157,record_created,Registro creado correctamente,normal
2026-05-27 17:48:20,admin_02,192.168.1.10,POST,/api/students,201,422,record_created,Registro creado correctamente,normal
2026-05-27 17:53:16,user_028,10.0.0.16,GET,/api/database,500,4765,server_error,Error interno del servidor,critical
2026-05-27 18:10:04,user_095,200.48.10.5,GET,/api/admin/users,503,7151,database_timeout,Timeout de base de datos,critical
2026-05-27 18:18:16,user_009,200.48.10.6,POST,/dashboard/admin,200,290,login_success,Inicio de sesión correcto,normal
2026-05-27 18:30:31,user_058,192.168.1.11,POST,/api/inventory,200,604,login_success,Inicio de sesión correcto,normal
2026-05-27 18:34:30,user_090,192.168.1.11,POST,/dashboard,200,695,login_success,Inicio de sesión correcto,normal
2026-05-27 18:39:04,admin_07,10.0.0.15,GET,/api/students,200,97,data_loaded,Datos cargados correctamente,normal
2026-05-27 18:39:10,user_017,190.12.45.12,POST,/,200,353,login_success,Inicio de sesión correcto,normal
2026-05-27 18:41:13,user_039,45.90.130.78,GET,/dashboard/alumno,200,217,data_loaded,Datos cargados correctamente,normal
2026-05-27 18:44:24,user_078,192.168.1.10,POST,/dashboard/admin,401,926,login_failed,Credenciales incorrectas,warning
2026-05-27 18:54:40,user_063,10.0.0.16,POST,/dashboard,201,368,record_created,Registro creado correctamente,normal
2026-05-27 18:55:13,user_007,181.65.22.30,POST,/dashboard,201,116,record_created,Registro creado correctamente,normal
2026-05-27 19:05:22,user_006,190.12.45.12,POST,/api/products,201,511,record_created,Registro creado correctamente,normal
2026-05-27 19:05:43,user_027,192.168.1.11,POST,/api/enrollments,422,1676,validation_error,Error de validación en formulario,warning
2026-05-27 19:06:04,user_002,45.90.130.78,POST,/api/inventory,200,463,login_success,Inicio de sesión correcto,normal
2026-05-27 19:07:16,user_069,200.48.10.6,GET,/api/students,200,405,page_view,Página cargada correctamente,normal
2026-05-27 19:11:22,user_028,190.12.45.10,POST,/api/profile,200,635,login_success,Inicio de sesión correcto,normal
2026-05-27 19:16:02,user_107,10.0.0.16,GET,/,200,515,page_view,Página cargada correctamente,normal
2026-05-27 19:16:25,user_119,192.168.1.10,POST,/api/inventory,200,397,login_success,Inicio de sesión correcto,normal
2026-05-27 19:16:38,user_058,190.12.45.12,GET,/api/products,200,267,page_view,Página cargada correctamente,normal
2026-05-27 19:20:07,user_035,200.48.10.6,GET,/login,200,949,slow_response,Respuesta lenta del servidor,warning
2026-05-27 19:26:11,user_105,190.12.45.10,GET,/dashboard/alumno,200,107,page_view,Página cargada correctamente,normal
2026-05-27 19:38:22,user_022,45.90.130.77,POST,/api/inventory,200,84,login_success,Inicio de sesión correcto,normal
2026-05-27 19:39:10,user_005,192.168.1.12,POST,/api/notifications,201,477,record_created,Registro creado correctamente,normal
2026-05-27 19:45:18,user_018,190.12.45.12,POST,/login,201,382,record_created,Registro creado correctamente,normal
2026-05-27 19:50:49,user_009,190.12.45.10,POST,/api/reports,401,2383,login_failed,Credenciales incorrectas,warning
2026-05-27 19:54:22,user_036,192.168.1.11,GET,/api/students,200,531,page_view,Página cargada correctamente,normal
2026-05-27 19:56:49,user_048,192.168.1.12,POST,/api/students,401,1659,login_failed,Credenciales incorrectas,warning
2026-05-27 19:59:00,user_107,181.65.22.30,POST,/,201,335,record_created,Registro creado correctamente,normal
2026-05-27 20:01:05,user_089,200.48.10.6,GET,/api/students,200,217,page_view,Página cargada correctamente,normal
2026-05-27 20:04:15,user_079,45.90.130.78,POST,/api/enrollments,422,2493,validation_error,Error de validación en formulario,warning
2026-05-27 20:18:25,user_107,200.48.10.5,POST,/api/notifications,201,570,record_created,Registro creado correctamente,normal
2026-05-27 20:30:06,user_101,192.168.1.12,GET,/api/inventory,200,608,data_loaded,Datos cargados correctamente,normal
2026-05-27 20:36:48,user_110,192.168.1.11,GET,/api/database,500,3297,server_error,Error interno del servidor,critical
2026-05-27 20:41:16,user_082,181.65.22.30,GET,/login,200,429,data_loaded,Datos cargados correctamente,normal
2026-05-27 20:52:56,user_082,200.48.10.6,GET,/login,200,364,page_view,Página cargada correctamente,normal
2026-05-27 20:56:44,admin_03,192.168.1.11,GET,/dashboard/admin,200,208,page_view,Página cargada correctamente,normal
2026-05-27 20:58:20,user_094,10.0.0.15,GET,/dashboard,200,2289,slow_response,Respuesta lenta del servidor,warning
2026-05-27 21:01:47,user_043,181.65.22.31,POST,/dashboard/admin,200,361,login_success,Inicio de sesión correcto,normal
2026-05-27 21:14:50,user_075,192.168.1.10,GET,/api/students,200,445,data_loaded,Datos cargados correctamente,normal
2026-05-27 21:20:01,user_083,192.168.1.10,GET,/dashboard,200,174,page_view,Página cargada correctamente,normal
2026-05-27 21:33:26,admin_01,200.48.10.6,GET,/api/reports,200,566,data_loaded,Datos cargados correctamente,normal
2026-05-27 21:34:09,user_054,200.48.10.5,GET,/dashboard,200,482,data_loaded,Datos cargados correctamente,normal
2026-05-27 21:36:51,user_087,200.48.10.5,GET,/dashboard/alumno,200,192,data_loaded,Datos cargados correctamente,normal
2026-05-27 21:41:42,user_066,200.48.10.6,POST,/api/inventory,200,121,login_success,Inicio de sesión correcto,normal
2026-05-27 21:42:16,user_037,190.12.45.12,POST,/dashboard/alumno,200,348,login_success,Inicio de sesión correcto,normal
2026-05-27 21:50:09,user_111,190.12.45.10,POST,/api/products,200,497,login_success,Inicio de sesión correcto,normal
2026-05-27 21:51:10,user_004,181.65.22.30,GET,/dashboard,200,378,data_loaded,Datos cargados correctamente,normal
2026-05-27 21:58:30,user_052,181.65.22.31,GET,/api/profile,200,607,page_view,Página cargada correctamente,normal
2026-05-27 21:58:44,user_040,200.48.10.5,POST,/api/profile,200,164,login_success,Inicio de sesión correcto,normal
2026-05-27 22:11:17,user_080,10.0.0.16,POST,/dashboard/admin,200,433,login_success,Inicio de sesión correcto,normal
2026-05-27 22:19:21,user_111,45.90.130.77,POST,/api/orders,401,963,login_failed,Credenciales incorrectas,warning
2026-05-27 22:22:06,user_102,181.65.22.30,GET,/,200,403,data_loaded,Datos cargados correctamente,normal
2026-05-27 22:25:44,user_119,190.12.45.10,POST,/api/reports,422,1351,validation_error,Error de validación en formulario,warning
2026-05-27 22:26:03,user_032,200.48.10.5,GET,/dashboard/alumno,200,284,page_view,Página cargada correctamente,normal
2026-05-27 22:27:32,admin_05,200.48.10.6,POST,/,201,331,record_created,Registro creado correctamente,normal
2026-05-27 22:33:25,user_017,190.12.45.10,POST,/api/profile,200,141,login_success,Inicio de sesión correcto,normal
2026-05-27 22:40:31,user_044,45.90.130.77,GET,/api/notifications,200,491,page_view,Página cargada correctamente,normal
2026-05-27 22:43:52,user_027,190.12.45.11,GET,/dashboard,200,529,data_loaded,Datos cargados correctamente,normal
2026-05-27 23:06:37,admin_02,10.0.0.15,POST,/,200,380,login_success,Inicio de sesión correcto,normal
2026-05-27 23:08:19,user_065,190.12.45.11,POST,/api/admin/users,422,2284,validation_error,Error de validación en formulario,warning
2026-05-27 23:10:29,user_118,181.65.22.30,GET,/api/orders,503,5134,database_timeout,Timeout de base de datos,critical
2026-05-27 23:14:12,admin_06,200.48.10.5,GET,/api/enrollments,503,6920,database_timeout,Timeout de base de datos,critical
2026-05-27 23:21:00,user_070,192.168.1.12,GET,/api/profile,200,532,page_view,Página cargada correctamente,normal
2026-05-27 23:25:49,user_075,192.168.1.10,POST,/dashboard,422,1845,validation_error,Error de validación en formulario,warning
2026-05-27 23:26:37,user_078,192.168.1.11,POST,/dashboard/alumno,201,481,record_created,Registro creado correctamente,normal
2026-05-27 23:33:25,user_064,192.168.1.11,GET,/api/admin/users,500,3865,server_error,Error interno del servidor,critical
2026-05-27 23:38:45,user_021,190.12.45.11,POST,/api/inventory,401,2342,login_failed,Credenciales incorrectas,warning
2026-05-27 23:42:12,user_112,181.65.22.30,GET,/dashboard/admin,200,522,page_view,Página cargada correctamente,normal
2026-05-27 23:57:39,user_042,10.0.0.15,GET,/api/orders,403,1876,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-28 00:09:21,user_007,181.65.22.30,POST,/login,200,232,login_success,Inicio de sesión correcto,normal
2026-05-28 00:15:34,user_050,10.0.0.15,GET,/api/profile,200,1461,slow_response,Respuesta lenta del servidor,warning
2026-05-28 00:21:43,user_078,190.12.45.11,POST,/dashboard,201,660,record_created,Registro creado correctamente,normal
2026-05-28 00:32:46,user_035,10.0.0.16,GET,/api/notifications,200,153,data_loaded,Datos cargados correctamente,normal
2026-05-28 00:33:03,user_096,200.48.10.6,POST,/dashboard/admin,200,86,login_success,Inicio de sesión correcto,normal
2026-05-28 00:34:32,user_103,181.65.22.31,POST,/login,200,498,login_success,Inicio de sesión correcto,normal
2026-05-28 00:36:17,user_103,10.0.0.16,POST,/dashboard/alumno,200,89,login_success,Inicio de sesión correcto,normal
2026-05-28 00:38:48,user_013,10.0.0.15,POST,/login,401,1285,login_failed,Credenciales incorrectas,warning
2026-05-28 00:43:31,user_101,192.168.1.12,GET,/api/profile,200,409,data_loaded,Datos cargados correctamente,normal
2026-05-28 00:50:58,user_094,45.90.130.77,GET,/api/enrollments,503,2930,database_timeout,Timeout de base de datos,critical
2026-05-28 00:52:28,user_075,190.12.45.11,POST,/api/notifications,422,1540,validation_error,Error de validación en formulario,warning
2026-05-28 00:53:53,user_074,200.48.10.6,GET,/,403,1819,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-28 00:57:20,user_085,190.12.45.11,POST,/dashboard,200,325,login_success,Inicio de sesión correcto,normal
2026-05-28 01:00:46,user_023,192.168.1.10,GET,/dashboard/admin,200,1185,slow_response,Respuesta lenta del servidor,warning
2026-05-28 01:08:55,user_084,10.0.0.15,POST,/api/inventory,201,549,record_created,Registro creado correctamente,normal
2026-05-28 01:10:35,user_035,200.48.10.5,POST,/dashboard/admin,201,425,record_created,Registro creado correctamente,normal
2026-05-28 01:11:42,user_002,45.90.130.77,GET,/dashboard/admin,200,272,page_view,Página cargada correctamente,normal
2026-05-28 01:18:04,user_082,181.65.22.30,POST,/api/profile,401,1321,login_failed,Credenciales incorrectas,warning
2026-05-28 01:30:44,user_096,190.12.45.12,POST,/api/database,500,7546,payment_failed,Error crítico al procesar pago,critical
2026-05-28 01:32:19,user_062,10.0.0.16,POST,/api/notifications,422,2453,validation_error,Error de validación en formulario,warning
2026-05-28 01:36:07,user_028,45.90.130.78,GET,/,200,513,data_loaded,Datos cargados correctamente,normal
2026-05-28 01:47:46,user_115,181.65.22.31,GET,/api/students,403,2500,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-28 01:51:58,user_029,10.0.0.15,POST,/api/reports,401,2187,login_failed,Credenciales incorrectas,warning
2026-05-28 01:59:58,user_041,190.12.45.10,GET,/dashboard/admin,200,646,data_loaded,Datos cargados correctamente,normal
2026-05-28 02:13:57,user_020,192.168.1.11,GET,/api/profile,200,620,page_view,Página cargada correctamente,normal
2026-05-28 02:21:26,user_027,181.65.22.30,GET,/api/notifications,200,670,page_view,Página cargada correctamente,normal
2026-05-28 02:29:49,user_005,10.0.0.15,POST,/api/inventory,201,301,record_created,Registro creado correctamente,normal
2026-05-28 02:48:11,user_031,10.0.0.15,GET,/api/admin/users,200,1464,slow_response,Respuesta lenta del servidor,warning
2026-05-28 02:48:41,user_090,190.12.45.10,POST,/api/database,401,1831,login_failed,Credenciales incorrectas,warning
2026-05-28 02:51:13,user_014,190.12.45.12,POST,/dashboard/alumno,201,361,record_created,Registro creado correctamente,normal
2026-05-28 03:05:15,user_103,10.0.0.16,POST,/api/inventory,201,555,record_created,Registro creado correctamente,normal
2026-05-28 03:08:44,user_025,192.168.1.12,GET,/dashboard/admin,200,220,data_loaded,Datos cargados correctamente,normal
2026-05-28 03:13:48,user_012,181.65.22.30,POST,/api/payments,401,805,login_failed,Credenciales incorrectas,warning
2026-05-28 03:26:08,user_085,45.90.130.78,POST,/dashboard/admin,200,457,login_success,Inicio de sesión correcto,normal
2026-05-28 03:30:50,user_033,10.0.0.15,POST,/api/reports,200,206,login_success,Inicio de sesión correcto,normal
2026-05-28 03:34:20,user_011,200.48.10.6,GET,/api/notifications,200,325,page_view,Página cargada correctamente,normal
2026-05-28 03:35:08,user_061,192.168.1.12,GET,/api/reports,200,135,page_view,Página cargada correctamente,normal
2026-05-28 03:36:42,user_092,190.12.45.11,POST,/,201,293,record_created,Registro creado correctamente,normal
2026-05-28 03:45:00,user_028,10.0.0.15,GET,/api/students,200,419,data_loaded,Datos cargados correctamente,normal
2026-05-28 03:57:56,user_058,200.48.10.5,POST,/,200,504,login_success,Inicio de sesión correcto,normal
2026-05-28 03:58:31,user_038,45.90.130.77,POST,/api/products,200,231,login_success,Inicio de sesión correcto,normal
2026-05-28 04:01:12,user_026,45.90.130.78,POST,/api/products,201,461,record_created,Registro creado correctamente,normal
2026-05-28 04:03:12,user_110,10.0.0.16,POST,/dashboard,201,312,record_created,Registro creado correctamente,normal
2026-05-28 04:03:47,user_069,10.0.0.15,POST,/api/database,500,5436,payment_failed,Error crítico al procesar pago,critical
2026-05-28 04:26:13,user_111,192.168.1.12,GET,/dashboard/admin,200,452,data_loaded,Datos cargados correctamente,normal
2026-05-28 04:28:36,user_037,181.65.22.31,POST,/api/notifications,201,350,record_created,Registro creado correctamente,normal
2026-05-28 04:33:45,user_009,45.90.130.77,GET,/api/notifications,200,121,data_loaded,Datos cargados correctamente,normal
2026-05-28 04:35:05,user_030,200.48.10.6,GET,/api/products,200,230,page_view,Página cargada correctamente,normal
2026-05-28 04:38:05,user_041,190.12.45.11,POST,/api/notifications,201,423,record_created,Registro creado correctamente,normal
2026-05-28 04:39:07,user_096,190.12.45.12,POST,/login,200,226,login_success,Inicio de sesión correcto,normal
2026-05-28 04:40:55,user_026,190.12.45.12,POST,/,201,127,record_created,Registro creado correctamente,normal
2026-05-28 04:41:08,user_044,190.12.45.10,POST,/api/profile,201,647,record_created,Registro creado correctamente,normal
2026-05-28 04:43:45,user_020,181.65.22.31,GET,/dashboard/admin,200,946,slow_response,Respuesta lenta del servidor,warning
2026-05-28 04:53:24,user_046,181.65.22.31,POST,/api/orders,500,5964,enrollment_failed,Error crítico al procesar matrícula,critical
2026-05-28 04:54:26,admin_02,192.168.1.11,GET,/dashboard/admin,200,160,page_view,Página cargada correctamente,normal
2026-05-28 04:55:13,user_044,200.48.10.6,POST,/api/notifications,200,220,login_success,Inicio de sesión correcto,normal
2026-05-28 04:55:14,user_058,190.12.45.11,POST,/login,401,1403,login_failed,Credenciales incorrectas,warning
2026-05-28 04:58:15,user_055,192.168.1.12,GET,/,200,671,data_loaded,Datos cargados correctamente,normal
2026-05-28 05:14:11,user_072,181.65.22.30,POST,/api/reports,201,344,record_created,Registro creado correctamente,normal
2026-05-28 05:14:51,user_084,45.90.130.78,POST,/api/profile,201,91,record_created,Registro creado correctamente,normal
2026-05-28 05:15:34,user_048,181.65.22.31,GET,/,200,231,page_view,Página cargada correctamente,normal
2026-05-28 05:17:50,user_096,181.65.22.30,GET,/api/reports,200,319,data_loaded,Datos cargados correctamente,normal
2026-05-28 05:28:18,user_004,10.0.0.15,POST,/dashboard/alumno,201,488,record_created,Registro creado correctamente,normal
2026-05-28 05:31:10,user_031,10.0.0.16,GET,/api/products,200,284,page_view,Página cargada correctamente,normal
2026-05-28 05:35:00,user_067,10.0.0.16,POST,/api/inventory,401,1192,login_failed,Credenciales incorrectas,warning
2026-05-28 05:52:58,user_094,200.48.10.5,POST,/api/students,200,328,login_success,Inicio de sesión correcto,normal
2026-05-28 05:57:19,user_095,181.65.22.31,POST,/api/reports,201,209,record_created,Registro creado correctamente,normal
2026-05-28 06:07:55,user_041,200.48.10.6,POST,/api/payments,422,1857,validation_error,Error de validación en formulario,warning
2026-05-28 06:10:28,user_011,192.168.1.12,GET,/api/admin/users,200,1879,slow_response,Respuesta lenta del servidor,warning
2026-05-28 06:11:41,user_006,192.168.1.10,GET,/api/inventory,200,424,data_loaded,Datos cargados correctamente,normal
2026-05-28 06:13:30,user_104,200.48.10.5,GET,/dashboard/alumno,200,1786,slow_response,Respuesta lenta del servidor,warning
2026-05-28 06:35:43,user_022,10.0.0.15,GET,/api/payments,500,5446,server_error,Error interno del servidor,critical
2026-05-28 06:47:17,user_014,200.48.10.5,POST,/api/students,201,257,record_created,Registro creado correctamente,normal
2026-05-28 06:48:36,user_076,10.0.0.16,POST,/,401,1276,login_failed,Credenciales incorrectas,warning
