sequence_id,entity_type,entity_id,start_time,end_time,window_size,event_sequence,route_sequence,status_sequence,method_sequence,avg_response_time,max_response_time,max_risk_score,critical_count,warning_count,error_count,server_error_count,slow_count,very_slow_count,critical_route_count,login_failed_count,unauthorized_count,payment_failed_count,database_timeout_count,label,label_id,reason,scenario_sequence,main_scenarios,scenario_label_sequence,scenario_label_distribution
SEQ-00364,ip,172.16.10.31,2026-06-02 23:22:52,2026-06-03 00:38:53,20,data_loaded page_view data_loaded page_view login_success data_loaded record_created record_created page_view login_success record_created data_loaded login_success record_created record_created page_view record_created page_view page_view page_view,/api/products /api/products /dashboard /api/reports /api/inventory /dashboard/alumno /dashboard /api/products /api/inventory /dashboard /dashboard /dashboard /login /dashboard/alumno /login /api/notifications / /dashboard /api/students /,200 200 200 200 200 200 201 201 200 200 201 200 200 201 201 200 201 200 200 200,GET GET GET GET POST GET POST POST GET POST POST GET POST POST POST GET POST GET GET GET,337.65,685.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00365,ip,172.16.10.31,2026-06-02 23:42:33,2026-06-03 00:58:57,20,data_loaded record_created record_created page_view login_success record_created data_loaded login_success record_created record_created page_view record_created page_view page_view page_view data_loaded record_created data_loaded login_success data_loaded,/dashboard/alumno /dashboard /api/products /api/inventory /dashboard /dashboard /dashboard /login /dashboard/alumno /login /api/notifications / /dashboard /api/students / /login /api/notifications /api/products / /api/profile,200 201 201 200 200 201 200 200 201 201 200 201 200 200 200 200 201 200 200 200,GET POST POST GET POST POST GET POST POST POST GET POST GET GET GET GET POST GET POST GET,377.7,685.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00366,ip,172.16.10.31,2026-06-03 00:02:49,2026-06-03 01:18:35,20,record_created data_loaded login_success record_created record_created page_view record_created page_view page_view page_view data_loaded record_created data_loaded login_success data_loaded page_view page_view page_view record_created data_loaded,/dashboard /dashboard /login /dashboard/alumno /login /api/notifications / /dashboard /api/students / /login /api/notifications /api/products / /api/profile /login /api/profile /dashboard/alumno /api/reports /dashboard/alumno,201 200 200 201 201 200 201 200 200 200 200 201 200 200 200 200 200 200 201 200,POST GET POST POST POST GET POST GET GET GET GET POST GET POST GET GET GET GET POST GET,376.15,647.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00367,ip,172.16.10.31,2026-06-03 00:22:21,2026-06-03 01:38:51,20,page_view record_created page_view page_view page_view data_loaded record_created data_loaded login_success data_loaded page_view page_view page_view record_created data_loaded page_view login_success page_view data_loaded login_success,/api/notifications / /dashboard /api/students / /login /api/notifications /api/products / /api/profile /login /api/profile /dashboard/alumno /api/reports /dashboard/alumno /api/inventory /login /api/notifications /login /dashboard,200 201 200 200 200 200 201 200 200 200 200 200 200 201 200 200 200 200 200 200,GET POST GET GET GET GET POST GET POST GET GET GET GET POST GET GET POST GET GET POST,359.4,647.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00368,ip,172.16.10.31,2026-06-03 00:42:47,2026-06-03 01:58:58,20,data_loaded record_created data_loaded login_success data_loaded page_view page_view page_view record_created data_loaded page_view login_success page_view data_loaded login_success data_loaded record_created data_loaded record_created page_view,/login /api/notifications /api/products / /api/profile /login /api/profile /dashboard/alumno /api/reports /dashboard/alumno /api/inventory /login /api/notifications /login /dashboard /api/notifications /dashboard /api/products /api/products /,200 201 200 200 200 200 200 200 201 200 200 200 200 200 200 200 201 200 201 200,GET POST GET POST GET GET GET GET POST GET GET POST GET GET POST GET POST GET POST GET,374.4,647.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00369,ip,172.16.10.31,2026-06-03 01:02:14,2026-06-03 02:19:02,20,page_view page_view page_view record_created data_loaded page_view login_success page_view data_loaded login_success data_loaded record_created data_loaded record_created page_view login_success record_created record_created data_loaded record_created,/login /api/profile /dashboard/alumno /api/reports /dashboard/alumno /api/inventory /login /api/notifications /login /dashboard /api/notifications /dashboard /api/products /api/products / /api/products /api/inventory /api/students /dashboard /api/products,200 200 200 201 200 200 200 200 200 200 200 201 200 201 200 200 201 201 200 201,GET GET GET POST GET GET POST GET GET POST GET POST GET POST GET POST POST POST GET POST,326.7,647.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00370,ip,172.16.10.31,2026-06-03 01:22:56,2026-06-03 02:38:27,20,page_view login_success page_view data_loaded login_success data_loaded record_created data_loaded record_created page_view login_success record_created record_created data_loaded record_created record_created data_loaded record_created record_created record_created,/api/inventory /login /api/notifications /login /dashboard /api/notifications /dashboard /api/products /api/products / /api/products /api/inventory /api/students /dashboard /api/products /api/inventory /dashboard /api/profile /api/profile /login,200 200 200 200 200 200 201 200 201 200 200 201 201 200 201 201 200 201 201 201,GET POST GET GET POST GET POST GET POST GET POST POST POST GET POST POST GET POST POST POST,365.55,684.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00371,ip,172.16.10.31,2026-06-03 01:42:46,2026-06-03 02:58:16,20,data_loaded record_created data_loaded record_created page_view login_success record_created record_created data_loaded record_created record_created data_loaded record_created record_created record_created record_created login_success page_view record_created data_loaded,/api/notifications /dashboard /api/products /api/products / /api/products /api/inventory /api/students /dashboard /api/products /api/inventory /dashboard /api/profile /api/profile /login /api/profile /login /dashboard/alumno /dashboard /api/products,200 201 200 201 200 200 201 201 200 201 201 200 201 201 201 201 200 200 201 200,GET POST GET POST GET POST POST POST GET POST POST GET POST POST POST POST POST GET POST GET,356.45,684.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00372,ip,172.16.10.31,2026-06-03 02:03:02,2026-06-03 03:18:16,20,login_success record_created record_created data_loaded record_created record_created data_loaded record_created record_created record_created record_created login_success page_view record_created data_loaded record_created login_success login_success page_view page_view,/api/products /api/inventory /api/students /dashboard /api/products /api/inventory /dashboard /api/profile /api/profile /login /api/profile /login /dashboard/alumno /dashboard /api/products /dashboard /dashboard/alumno /login /api/reports /api/notifications,200 201 201 200 201 201 200 201 201 201 201 200 200 201 200 201 200 200 200 200,POST POST POST GET POST POST GET POST POST POST POST POST GET POST GET POST POST POST GET GET,375.05,684.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00373,ip,172.16.10.31,2026-06-03 02:22:44,2026-06-03 03:39:00,20,record_created data_loaded record_created record_created record_created record_created login_success page_view record_created data_loaded record_created login_success login_success page_view page_view login_success login_success page_view login_success data_loaded,/api/inventory /dashboard /api/profile /api/profile /login /api/profile /login /dashboard/alumno /dashboard /api/products /dashboard /dashboard/alumno /login /api/reports /api/notifications / /login /api/notifications /api/inventory /api/inventory,201 200 201 201 201 201 200 200 201 200 201 200 200 200 200 200 200 200 200 200,POST GET POST POST POST POST POST GET POST GET POST POST POST GET GET POST POST GET POST GET,400.6,684.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00374,ip,172.16.10.31,2026-06-03 02:42:58,2026-06-03 03:58:13,20,record_created login_success page_view record_created data_loaded record_created login_success login_success page_view page_view login_success login_success page_view login_success data_loaded data_loaded page_view page_view login_success record_created,/api/profile /login /dashboard/alumno /dashboard /api/products /dashboard /dashboard/alumno /login /api/reports /api/notifications / /login /api/notifications /api/inventory /api/inventory /api/inventory /api/students / /api/profile /api/reports,201 200 200 201 200 201 200 200 200 200 200 200 200 200 200 200 200 200 200 201,POST POST GET POST GET POST POST POST GET GET POST POST GET POST GET GET GET GET POST POST,385.3,750.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00375,ip,172.16.10.31,2026-06-03 03:02:31,2026-06-03 04:18:16,20,record_created login_success login_success page_view page_view login_success login_success page_view login_success data_loaded data_loaded page_view page_view login_success record_created data_loaded login_success page_view login_success login_success,/dashboard /dashboard/alumno /login /api/reports /api/notifications / /login /api/notifications /api/inventory /api/inventory /api/inventory /api/students / /api/profile /api/reports /api/notifications /api/reports /api/profile /api/reports /api/reports,201 200 200 200 200 200 200 200 200 200 200 200 200 200 201 200 200 200 200 200,POST POST POST GET GET POST POST GET POST GET GET GET GET POST POST GET POST GET POST POST,424.2,750.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00376,ip,172.16.10.32,2026-06-03 04:53:00,2026-06-03 06:08:18,20,page_view record_created data_loaded page_view data_loaded login_success login_success data_loaded page_view page_view page_view page_view login_success data_loaded record_created login_success record_created data_loaded record_created login_success,/api/inventory /api/reports /api/reports /login / /api/profile /api/notifications /dashboard/alumno /dashboard/alumno /api/notifications /api/products /api/products /api/products /dashboard /api/profile / /api/inventory /dashboard /login /dashboard/alumno,200 201 200 200 200 200 200 200 200 200 200 200 200 200 201 200 201 200 201 200,GET POST GET GET GET POST POST GET GET GET GET GET POST GET POST POST POST GET POST POST,377.95,730.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00377,ip,172.16.10.32,2026-06-03 05:12:31,2026-06-03 06:28:26,20,login_success login_success data_loaded page_view page_view page_view page_view login_success data_loaded record_created login_success record_created data_loaded record_created login_success login_success data_loaded data_loaded page_view page_view,/api/profile /api/notifications /dashboard/alumno /dashboard/alumno /api/notifications /api/products /api/products /api/products /dashboard /api/profile / /api/inventory /dashboard /login /dashboard/alumno /api/profile /api/inventory /api/products /api/reports /dashboard,200 200 200 200 200 200 200 200 200 201 200 201 200 201 200 200 200 200 200 200,POST POST GET GET GET GET GET POST GET POST POST POST GET POST POST POST GET GET GET GET,425.2,730.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00378,ip,172.16.10.32,2026-06-03 05:32:15,2026-06-03 06:48:30,20,page_view page_view login_success data_loaded record_created login_success record_created data_loaded record_created login_success login_success data_loaded data_loaded page_view page_view record_created data_loaded page_view data_loaded data_loaded,/api/products /api/products /api/products /dashboard /api/profile / /api/inventory /dashboard /login /dashboard/alumno /api/profile /api/inventory /api/products /api/reports /dashboard /login /api/profile /api/inventory /dashboard /api/products,200 200 200 200 201 200 201 200 201 200 200 200 200 200 200 201 200 200 200 200,GET GET POST GET POST POST POST GET POST POST POST GET GET GET GET POST GET GET GET GET,381.75,730.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00379,ip,172.16.10.32,2026-06-03 05:52:45,2026-06-03 07:08:56,20,login_success record_created data_loaded record_created login_success login_success data_loaded data_loaded page_view page_view record_created data_loaded page_view data_loaded data_loaded login_success data_loaded record_created record_created login_success,/ /api/inventory /dashboard /login /dashboard/alumno /api/profile /api/inventory /api/products /api/reports /dashboard /login /api/profile /api/inventory /dashboard /api/products /api/inventory /api/inventory / /api/reports /api/inventory,200 201 200 201 200 200 200 200 200 200 201 200 200 200 200 200 200 201 201 200,POST POST GET POST POST POST GET GET GET GET POST GET GET GET GET POST GET POST POST POST,421.85,730.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00380,ip,172.16.10.32,2026-06-03 06:13:02,2026-06-03 07:28:22,20,login_success data_loaded data_loaded page_view page_view record_created data_loaded page_view data_loaded data_loaded login_success data_loaded record_created record_created login_success data_loaded record_created page_view login_success page_view,/api/profile /api/inventory /api/products /api/reports /dashboard /login /api/profile /api/inventory /dashboard /api/products /api/inventory /api/inventory / /api/reports /api/inventory /api/products /api/profile /api/notifications /api/profile /api/students,200 200 200 200 200 201 200 200 200 200 200 200 201 201 200 200 201 200 200 200,POST GET GET GET GET POST GET GET GET GET POST GET POST POST POST GET POST GET POST GET,394.65,749.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00381,ip,172.16.10.32,2026-06-03 06:32:53,2026-06-03 07:48:38,20,record_created data_loaded page_view data_loaded data_loaded login_success data_loaded record_created record_created login_success data_loaded record_created page_view login_success page_view record_created record_created record_created page_view record_created,/login /api/profile /api/inventory /dashboard /api/products /api/inventory /api/inventory / /api/reports /api/inventory /api/products /api/profile /api/notifications /api/profile /api/students /login /login /api/profile /dashboard /dashboard/alumno,201 200 200 200 200 200 200 201 201 200 200 201 200 200 200 201 201 201 200 201,POST GET GET GET GET POST GET POST POST POST GET POST GET POST GET POST POST POST GET POST,367.55,749.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00382,ip,172.16.10.32,2026-06-03 06:52:17,2026-06-03 08:08:53,20,login_success data_loaded record_created record_created login_success data_loaded record_created page_view login_success page_view record_created record_created record_created page_view record_created page_view record_created data_loaded login_success login_success,/api/inventory /api/inventory / /api/reports /api/inventory /api/products /api/profile /api/notifications /api/profile /api/students /login /login /api/profile /dashboard /dashboard/alumno /api/products /dashboard/alumno /api/inventory /api/inventory /api/products,200 200 201 201 200 200 201 200 200 200 201 201 201 200 201 200 201 200 200 200,POST GET POST POST POST GET POST GET POST GET POST POST POST GET POST GET POST GET POST POST,418.6,749.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00383,ip,172.16.10.32,2026-06-03 07:12:45,2026-06-03 08:28:22,20,data_loaded record_created page_view login_success page_view record_created record_created record_created page_view record_created page_view record_created data_loaded login_success login_success record_created record_created login_success data_loaded page_view,/api/products /api/profile /api/notifications /api/profile /api/students /login /login /api/profile /dashboard /dashboard/alumno /api/products /dashboard/alumno /api/inventory /api/inventory /api/products / /api/inventory / /dashboard /api/students,200 201 200 200 200 201 201 201 200 201 200 201 200 200 200 201 201 200 200 200,GET POST GET POST GET POST POST POST GET POST GET POST GET POST POST POST POST POST GET GET,405.2,749.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00384,ip,172.16.10.32,2026-06-03 07:32:23,2026-06-03 08:48:35,20,record_created record_created record_created page_view record_created page_view record_created data_loaded login_success login_success record_created record_created login_success data_loaded page_view data_loaded login_success page_view data_loaded record_created,/login /login /api/profile /dashboard /dashboard/alumno /api/products /dashboard/alumno /api/inventory /api/inventory /api/products / /api/inventory / /dashboard /api/students /api/inventory /api/students /api/reports /dashboard /api/inventory,201 201 201 200 201 200 201 200 200 200 201 201 200 200 200 200 200 200 200 201,POST POST POST GET POST GET POST GET POST POST POST POST POST GET GET GET POST GET GET POST,408.2,671.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00385,ip,172.16.10.32,2026-06-03 07:52:34,2026-06-03 09:08:13,20,page_view record_created data_loaded login_success login_success record_created record_created login_success data_loaded page_view data_loaded login_success page_view data_loaded record_created login_success record_created login_success login_success login_success,/api/products /dashboard/alumno /api/inventory /api/inventory /api/products / /api/inventory / /dashboard /api/students /api/inventory /api/students /api/reports /dashboard /api/inventory /api/reports / /login /api/products /api/inventory,200 201 200 200 200 201 201 200 200 200 200 200 200 200 201 200 201 200 200 200,GET POST GET POST POST POST POST POST GET GET GET POST GET GET POST POST POST POST POST POST,429.3,682.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00386,ip,172.16.10.32,2026-06-03 08:12:15,2026-06-03 09:28:57,20,record_created record_created login_success data_loaded page_view data_loaded login_success page_view data_loaded record_created login_success record_created login_success login_success login_success data_loaded page_view record_created login_success login_success,/ /api/inventory / /dashboard /api/students /api/inventory /api/students /api/reports /dashboard /api/inventory /api/reports / /login /api/products /api/inventory /login /api/inventory /api/notifications /dashboard/alumno /api/notifications,201 201 200 200 200 200 200 200 200 201 200 201 200 200 200 200 200 201 200 200,POST POST POST GET GET GET POST GET GET POST POST POST POST POST POST GET GET POST POST POST,421.95,682.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
SEQ-00387,ip,172.16.10.32,2026-06-03 08:32:18,2026-06-03 09:48:39,20,data_loaded login_success page_view data_loaded record_created login_success record_created login_success login_success login_success data_loaded page_view record_created login_success login_success data_loaded page_view data_loaded record_created data_loaded,/api/inventory /api/students /api/reports /dashboard /api/inventory /api/reports / /login /api/products /api/inventory /login /api/inventory /api/notifications /dashboard/alumno /api/notifications /dashboard/alumno /api/products /api/students /api/inventory /api/products,200 200 200 200 201 200 201 200 200 200 200 200 201 200 200 200 200 200 201 200,GET POST GET GET POST POST POST POST POST POST GET GET POST POST POST GET GET GET POST GET,448.9,682.0,3,0,0,0,0,0,0,0,0,0,0,0,normal,0,Secuencia etiquetada como normal usando scenario_label del dataset controlado. Escenarios presentes: normal_traffic. Labels presentes: normal.,normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic normal_traffic,normal_traffic,normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal normal,"{""normal"": 20}"
